다중지점통계
[검색조건]
,분류 : 지상
,요소 : 
,검색구분 : 월
,지점명 : 강화,백령도,인천
,기간 : 1980 ~ 2022  03~09





선텍 전체 통계
일시,합계일조시간(hr),합계전천일사량(MJ/㎡)
 1990-09,200.9,428.11
 1991-03,215.9,374.08
 1991-04,272.1,550.62
 1991-05,261.8,556.77
 1991-06,221.8,538.30
 1991-07,179.2,373.08
 1991-08,288.1,485.44
 1991-09,250.5,406.92
 1992-03,231.3,380.54
 1992-04,248.8,492.17
 1992-05,279.1,590.24
 1992-06,288.5,600.48
 1992-07,182.8,427.62
 1992-08,238.7,472.34
 1992-09,225.8,415.45
 1993-03,229.7,380.68
 1993-04,253.7,474.05
 1993-05,260.0,571.55
 1993-06,178.3,479.95
 1993-07,160.2,423.31
 1993-08,180.4,437.26
 1993-09,256.6,460.68
 1994-03,229.5,438.80
 1994-04,234.1,475.84
 1994-05,235.2,536.92
 1994-06,223.2,513.09
 1994-07,223.2,483.35
 1994-08,227.6,475.44
 1994-09,260.8,464.96
 1995-03,183.2,359.51
 1995-04,243.5,481.80
 1995-05,231.1,445.49
 1995-06,221.6,458.21
 1995-07,187.4,405.87
 1995-08,194.5,420.26
 1995-09,216.1,378.38
 1996-03,199.9,366.46
 1996-04,260.3,519.41
 1996-05,290.6,563.31
 1996-06,138.9,353.53
 1996-07,174.4,400.87
 1996-08,203.4,168.30
 1996-09,249.2,503.28
 1997-03,230.3,539.50
 1997-04,227.9,607.56
 1997-05,211.5,537.02
 1997-06,248.2,646.06
 1997-07,210.9,585.65
 1997-08,256.8,615.05
 1997-09,223.9,539.74
 1998-03,240.7,518.43
 1998-04,170.8,473.46
 1998-05,216.3,554.66
 1998-06,190.5,525.27
 1998-07,187.1,507.19
 1998-08,178.1,492.71
 1998-09,216.4,516.03
 1999-03,191.7,512.79
 1999-04,240.5,630.33
 1999-05,252.6,727.77
 1999-06,236.5,701.43
 1999-07,165.4,562.62
 1999-08,192.5,548.34
 1999-09,153.8,421.26
 2000-03,232.3,471.03
 2000-04,223.5,515.73
 2000-05,184.7,523.82
 2000-06,196.8,516.80
 2000-07,182.1,512.42
 2000-08,179.9,415.98
 2000-09,210.2,373.37
 2001-03,254.4,454.77
 2001-04,323.0,542.68
 2001-05,342.1,559.94
 2001-06,343.5,452.00
 2001-07,330.6,418.49
 2001-08,374.2,544.17
 2001-09,346.1,465.46
 2002-03,240.9,429.77
 2002-04,259.0,516.37
 2002-05,277.2,560.80
 2002-06,281.4,554.92
 2002-07,216.0,481.37
 2002-08,156.4,321.86
 2002-09,233.2,415.55
 2003-03,223.3,400.82
 2003-04,213.4,379.57
 2003-05,286.4,507.43
 2003-06,204.1,352.48
 2003-07,206.7,300.58
 2003-08,159.9,257.44
 2003-09,199.7,294.21
 2004-03,269.3,446.46
 2004-04,269.6,494.08
 2004-05,219.0,440.88
 2004-06,222.8,425.16
 2004-07,132.8,327.45
 2004-08,228.0,459.17
 2004-09,225.7,398.96
 2005-03,273.6,545.15
 2005-04,259.3,566.82
 2005-05,289.3,667.08
 2005-06,212.6,543.04
 2005-07,167.1,470.48
 2005-08,154.1,449.61
 2005-09,187.5,388.63
 2006-03,235.5,474.15
 2006-04,173.8,448.27
 2006-05,229.5,560.78
 2006-06,183.1,509.15
 2006-07,90.3,327.00
 2006-08,253.7,580.29
 2006-09,244.8,447.16
 2007-03,162.3,363.25
 2007-04,220.0,507.95
 2007-05,218.1,572.46
 2007-06,203.0,545.89
 2007-07,130.3,431.31
 2007-08,127.7,442.35
 2007-09,158.1,320.99
 2008-03,203.9,430.88
 2008-04,218.4,523.18
 2008-05,217.2,583.79
 2008-06,185.5,533.21
 2008-07,105.6,412.39
 2008-08,251.7,556.25
 2008-09,202.3,443.61
 2009-03,221.6,442.30
 2009-04,235.2,528.48
 2009-05,249.8,609.85
 2009-06,216.3,576.08
 2009-07,198.4,518.59
 2009-08,224.1,499.14
 2009-09,221.4,474.46
 2010-03,163.6,368.68
 2010-04,193.2,478.99
 2010-05,203.7,555.76
 2010-06,222.8,593.86
 2010-07,147.1,505.66
 2010-08,135.6,438.97
 2010-09,180.8,411.49
 2011-03,272.1,524.87
 2011-04,210.6,493.19
 2011-05,198.1,536.11
 2011-06,180.6,509.31
 2011-07,104.5,378.44
 2011-08,117.6,406.90
 2011-09,203.9,453.79
 2012-03,203.0,416.01
 2012-04,199.5,505.07
 2012-05,268.0,632.16
 2012-06,252.3,591.57
 2012-07,161.1,440.33
 2012-08,215.7,409.17
 2012-09,188.2,331.39
 2013-03,251.7,446.08
 2013-04,229.5,491.93
 2013-05,262.7,543.51
 2013-06,247.5,577.88
 2013-07,102.6,315.29
 2013-08,252.1,506.25
 2013-09,217.9,388.42
 2014-03,231.7,424.51
 2014-04,226.0,464.19
 2014-05,301.2,650.89
 2014-06,222.5,552.77
 2014-07,199.7,519.13
 2014-08,237.5,401.69
 2014-09,245.3,406.96
 2015-03,270.9,427.25
 2015-04,247.5,426.77
 2015-05,296.6,580.22
 2015-06,268.7,548.37
 2015-07,192.0,440.94
 2015-08,231.8,465.89
 2015-09,268.2,443.85
 2016-03,252.6,425.19
 2016-04,210.4,433.45
 2016-05,281.6,555.43
 2016-06,246.0,527.53
 2016-07,184.2,439.36
 2016-08,263.1,501.24
 2016-09,214.5,381.00
 2017-03,260.1,435.76
 2017-04,258.4,483.55
 2017-05,312.3,586.76
 2017-06,286.5,578.01
 2017-07,142.1,386.13
 2017-08,185.5,393.61
 2017-09,256.1,411.43
 2018-03,204.7,440.44
 2018-04,221.1,515.49
 2018-05,221.9,621.30
 2018-06,224.6,626.45
 2018-07,279.3,636.55
 2018-08,271.4,660.12
 2018-09,219.2,526.42
 2019-03,224.6,475.51
 2019-04,227.0,576.52
 2019-05,308.6,765.12
 2019-06,253.3,626.58
 2019-07,180.2,568.86
 2019-08,278.8,656.40
 2019-09,191.8,468.31
 2020-03,271.7,581.49
 2020-04,316.7,710.41
 2020-05,212.8,555.06
 2020-06,238.2,603.06
 2020-07,195.8,611.74
 2020-08,129.8,382.07
 2020-09,220.5,501.19
 2021-03,228.4,485.20
 2021-04,238.5,601.52
 2021-05,248.8,682.22
 2021-06,232.7,580.67
 2021-07,270.1,649.78
 2021-08,186.2,505.26
 2021-09,211.8,504.76
 2022-03,181.2,467.53
 2022-04,252.3,637.17
 2022-05,301.6,738.78
 2022-06,145.9,475.95
 2022-07,198.5,613.71
 2022-08,187.3,535.72
 2022-09,231.4,534.24
 평균,225.4,501.84

