다중지점통계
[검색조건]
,분류 : 지상
,요소 : 
,검색구분 : 월
,지점명 : 경주시,구미,문경,봉화,상주,안동,영덕,영주,영천,울릉도,울진,의성,청송군,포항
,기간 : 1980 ~ 2022  03~09





선텍 전체 통계
일시,합계일조시간(hr),합계전천일사량(MJ/㎡)
 1993-03,228.7,442.28
 1993-04,257.9,556.71
 1993-05,246.0,546.92
 1993-06,183.8,445.44
 1993-07,158.7,430.32
 1993-08,126.7,361.38
 1993-09,233.7,440.52
 1994-03,217.1,484.66
 1994-04,229.8,500.45
 1994-05,223.4,561.42
 1994-06,219.8,526.93
 1994-07,279.5,658.13
 1994-08,292.7,609.65
 1994-09,247.0,581.30
 1995-03,196.4,397.45
 1995-04,264.6,601.53
 1995-05,242.4,605.42
 1995-06,222.1,626.68
 1995-07,201.3,494.49
 1995-08,239.5,537.58
 1995-09,203.0,455.15
 1996-03,200.6,428.12
 1996-04,272.4,593.72
 1996-05,243.5,605.65
 1996-06,128.3,430.62
 1996-07,243.7,609.68
 1996-08,215.8,527.77
 1996-09,229.7,466.37
 1997-03,230.2,497.19
 1997-04,241.2,538.89
 1997-05,212.4,557.70
 1997-06,253.3,647.14
 1997-07,216.4,530.15
 1997-08,212.0,540.77
 1997-09,233.5,521.61
 1998-03,254.8,521.95
 1998-04,204.6,473.13
 1998-05,248.6,549.84
 1998-06,141.3,458.32
 1998-07,113.0,433.53
 1998-08,139.6,393.01
 1998-09,190.7,436.26
 1999-03,218.2,459.25
 1999-04,248.8,575.21
 1999-05,289.6,681.26
 1999-06,248.3,632.77
 1999-07,151.1,473.59
 1999-08,165.3,404.52
 1999-09,166.0,358.58
 2000-03,248.2,533.61
 2000-04,225.0,544.04
 2000-05,243.2,598.07
 2000-06,214.7,510.06
 2000-07,226.9,534.06
 2000-08,205.9,449.39
 2000-09,167.1,341.38
 2001-03,256.2,437.27
 2001-04,340.8,562.99
 2001-05,375.8,527.52
 2001-06,353.2,448.62
 2001-07,360.3,568.43
 2001-08,365.0,480.97
 2001-09,330.0,406.82
 2002-03,251.6,489.76
 2002-04,249.1,548.16
 2002-05,269.2,575.51
 2002-06,289.7,628.48
 2002-07,208.8,480.77
 2002-08,174.7,409.10
 2002-09,219.6,414.40
 2003-03,228.4,418.42
 2003-04,226.4,497.91
 2003-05,267.4,552.39
 2003-06,261.0,526.11
 2003-07,177.1,336.82
 2003-08,175.8,356.97
 2003-09,174.3,309.28
 2004-03,257.6,490.54
 2004-04,273.4,545.67
 2004-05,247.2,503.81
 2004-06,252.6,535.84
 2004-07,230.6,502.78
 2004-08,210.4,415.42
 2004-09,189.8,346.92
 2005-03,260.4,481.86
 2005-04,276.2,539.66
 2005-05,293.7,627.20
 2005-06,258.5,568.80
 2005-07,216.2,469.86
 2005-08,212.9,477.98
 2005-09,162.3,339.81
 2006-03,257.4,471.48
 2006-04,199.4,426.77
 2006-05,248.2,488.08
 2006-06,257.2,513.87
 2006-07,124.3,325.51
 2006-08,255.7,540.39
 2006-09,210.5,397.41
 2007-03,197.5,424.42
 2007-04,247.1,546.48
 2007-05,269.3,632.20
 2007-06,224.1,551.53
 2007-07,175.5,469.43
 2007-08,202.3,510.75
 2007-09,124.3,320.25
 2008-03,201.1,464.35
 2008-04,225.8,575.49
 2008-05,237.9,673.58
 2008-06,167.2,579.23
 2008-07,192.6,606.31
 2008-08,205.0,576.46
 2008-09,192.3,448.57
 2009-03,211.0,504.62
 2009-04,242.3,596.51
 2009-05,256.7,677.98
 2009-06,206.0,608.31
 2009-07,137.3,485.76
 2009-08,163.4,502.25
 2009-09,188.7,470.36
 2010-03,136.0,364.67
 2010-04,193.2,524.83
 2010-05,233.3,627.88
 2010-06,244.7,663.34
 2010-07,184.2,569.38
 2010-08,194.7,515.94
 2010-09,178.3,443.21
 2011-03,269.0,565.33
 2011-04,223.3,570.33
 2011-05,187.4,559.13
 2011-06,205.9,594.71
 2011-07,155.4,544.07
 2011-08,151.8,446.20
 2011-09,163.2,436.11
 2012-03,204.1,444.20
 2012-04,244.3,587.12
 2012-05,244.8,634.12
 2012-06,186.6,590.94
 2012-07,206.6,561.23
 2012-08,172.2,478.14
 2012-09,194.8,444.12
 2013-03,262.4,517.49
 2013-04,249.1,556.02
 2013-05,273.5,652.19
 2013-06,215.9,570.42
 2013-07,191.6,567.11
 2013-08,270.8,588.85
 2013-09,182.8,404.95
 2014-03,219.1,437.28
 2014-04,231.7,534.33
 2014-05,316.2,790.51
 2014-06,185.7,599.34
 2014-07,231.9,601.46
 2014-08,135.8,434.09
 2014-09,214.0,492.05
 2015-03,289.4,548.38
 2015-04,206.5,457.43
 2015-05,316.6,726.86
 2015-06,221.4,580.09
 2015-07,217.8,555.56
 2015-08,233.7,542.98
 2015-09,207.7,476.20
 2016-03,235.1,478.89
 2016-04,240.0,527.74
 2016-05,313.5,688.14
 2016-06,253.9,601.08
 2016-07,229.7,535.64
 2016-08,289.3,609.40
 2016-09,122.6,313.86
 2017-03,246.8,473.94
 2017-04,276.2,573.31
 2017-05,306.7,682.29
 2017-06,304.3,668.32
 2017-07,201.4,484.43
 2017-08,226.2,498.36
 2017-09,243.3,491.08
 2018-03,243.7,473.31
 2018-04,259.6,604.79
 2018-05,235.8,659.04
 2018-06,224.2,634.73
 2018-07,275.6,711.72
 2018-08,241.1,596.48
 2018-09,177.4,443.06
 2019-03,246.7,497.33
 2019-04,235.5,539.94
 2019-05,319.2,742.87
 2019-06,241.8,660.61
 2019-07,217.5,541.55
 2019-08,251.2,586.65
 2019-09,159.1,402.66
 2020-03,252.4,530.52
 2020-04,284.4,650.14
 2020-05,261.3,669.99
 2020-06,262.1,672.40
 2020-07,130.0,439.88
 2020-08,224.6,519.22
 2020-09,177.5,434.80
 2021-03,221.8,481.56
 2021-04,250.6,607.72
 2021-05,220.8,598.59
 2021-06,210.9,596.19
 2021-07,237.5,643.43
 2021-08,149.7,446.31
 2021-09,165.7,444.87
 2022-03,216.4,457.59
 2022-04,263.6,632.96
 2022-05,326.1,791.31
 2022-06,235.8,627.27
 2022-07,189.1,573.45
 2022-08,164.1,483.05
 2022-09,170.7,459.66
 평균,232.9,530.23

