다중지점통계
[검색조건]
,분류 : 지상
,요소 : 
,검색구분 : 월
,지점명 : 강진군,고흥,광양시,목포,무안,보성군,순천,여수,영광군,완도,장흥,주암,진도(첨찰산),진도군,해남,흑산도
,기간 : 1980 ~ 2022  03~09





선텍 전체 통계
일시,합계일조시간(hr),합계전천일사량(MJ/㎡)
 2018-09,198.0,469.91
 2019-03,240.7,576.19
 2019-04,199.3,514.90
 2019-05,300.0,717.10
 2019-06,233.4,648.45
 2019-07,182.5,521.75
 2019-08,230.0,578.28
 2019-09,170.1,415.80
 2020-03,252.1,550.42
 2020-04,290.5,671.40
 2020-05,222.2,604.47
 2020-06,226.1,598.40
 2020-07,105.4,454.26
 2020-08,213.4,535.31
 2020-09,186.8,449.82
 2021-03,228.7,517.44
 2021-04,253.3,620.76
 2021-05,240.5,661.54
 2021-06,243.9,652.94
 2021-07,232.3,615.47
 2021-08,215.6,570.41
 2021-09,158.6,419.23
 2022-03,196.8,487.09
 2022-04,265.2,640.84
 2022-05,303.2,774.28
 2022-06,187.6,575.35
 2022-07,214.6,610.48
 2022-08,165.2,521.76
 2022-09,183.8,473.67
 평균,224.9,567.18

