다중지점통계
[검색조건]
,분류 : 지상
,요소 : 
,검색구분 : 월
,지점명 : 거제,거창,김해시,남해,밀양,북창원,산청,양산시,의령군,진주,창원,통영,함양군,합천
,기간 : 1980 ~ 2022  03~09





선텍 전체 통계
일시,합계일조시간(hr),합계전천일사량(MJ/㎡)
 2004-08,249.1,493.01
 2004-09,157.0,372.49
 2005-03,244.4,510.53
 2005-04,254.1,590.43
 2005-05,309.0,679.06
 2005-06,245.8,538.48
 2005-07,206.2,461.21
 2005-08,217.0,446.50
 2005-09,165.3,369.93
 2006-03,242.7,526.72
 2006-04,199.7,483.59
 2006-05,207.6,514.69
 2006-06,241.6,558.64
 2006-07,126.1,328.75
 2006-08,281.3,553.52
 2006-09,192.6,474.61
 2007-03,204.0,491.13
 2007-04,236.4,595.15
 2007-05,267.0,681.88
 2007-06,186.5,535.77
 2007-07,170.3,490.53
 2007-08,172.7,500.56
 2007-09,118.4,348.69
 2008-03,219.3,436.73
 2008-04,221.4,467.58
 2008-05,232.9,528.09
 2008-06,130.3,505.17
 2008-07,174.9,530.53
 2008-08,224.3,539.83
 2008-09,158.6,415.38
 2009-03,208.1,508.42
 2009-04,246.6,606.80
 2009-05,254.9,658.73
 2009-06,186.4,566.86
 2009-07,102.5,424.73
 2009-08,191.8,458.11
 2009-09,190.3,482.02
 2010-03,128.7,369.25
 2010-04,185.4,517.40
 2010-05,226.7,645.88
 2010-06,208.5,580.84
 2010-07,205.0,492.82
 2010-08,276.5,507.77
 2010-09,232.1,482.81
 2011-03,263.2,573.54
 2011-04,245.0,615.69
 2011-05,205.4,592.07
 2011-06,185.1,574.14
 2011-07,169.0,516.31
 2011-08,110.1,424.38
 2011-09,196.4,492.41
 2012-03,213.3,461.50
 2012-04,236.4,569.10
 2012-05,238.3,642.31
 2012-06,175.6,528.07
 2012-07,202.4,546.80
 2012-08,202.9,491.60
 2012-09,215.9,461.20
 2013-03,267.4,560.35
 2013-04,252.0,576.51
 2013-05,275.2,666.39
 2013-06,188.5,566.76
 2013-07,212.3,563.58
 2013-08,284.7,636.40
 2013-09,218.6,480.22
 2014-03,216.2,468.20
 2014-04,219.9,542.75
 2014-05,303.0,761.32
 2014-06,172.0,543.41
 2014-07,239.5,529.28
 2014-08,116.7,396.37
 2014-09,200.3,465.85
 2015-03,265.4,566.10
 2015-04,187.0,481.26
 2015-05,289.7,716.55
 2015-06,212.4,509.61
 2015-07,183.1,520.44
 2015-08,205.7,529.27
 2015-09,217.3,471.43
 2016-03,225.9,508.39
 2016-04,201.8,547.48
 2016-05,270.6,674.80
 2016-06,178.0,558.70
 2016-07,211.7,598.93
 2016-08,281.8,642.99
 2016-09,111.0,359.05
 2017-03,240.1,520.43
 2017-04,244.1,615.31
 2017-05,287.4,727.14
 2017-06,263.3,701.64
 2017-07,171.3,569.55
 2017-08,226.6,593.87
 2017-09,203.0,492.90
 2018-03,218.0,498.56
 2018-04,246.2,585.93
 2018-05,207.6,596.70
 2018-06,210.8,615.61
 2018-07,268.1,670.19
 2018-08,275.2,556.97
 2018-09,146.1,416.23
 2019-03,257.7,530.71
 2019-04,206.9,514.25
 2019-05,304.0,737.24
 2019-06,237.3,636.28
 2019-07,190.0,522.90
 2019-08,228.3,548.18
 2019-09,150.0,385.21
 2020-03,255.3,546.23
 2020-04,284.9,649.95
 2020-05,244.2,652.88
 2020-06,236.8,639.16
 2020-07,98.3,390.49
 2020-08,205.1,549.95
 2020-09,168.3,417.63
 2021-03,242.8,507.71
 2021-04,261.3,621.35
 2021-05,234.3,615.57
 2021-06,219.8,617.09
 2021-07,228.2,614.17
 2021-08,195.9,525.26
 2021-09,140.2,388.56
 2022-03,222.2,488.51
 2022-04,264.1,629.06
 2022-05,310.8,791.13
 2022-06,206.4,605.72
 2022-07,233.8,595.94
 2022-08,186.9,487.96
 2022-09,175.9,450.55
 평균,222.4,528.00

