다중지점통계
[검색조건]
,분류 : 지상
,요소 : 
,검색구분 : 월
,지점명 : 동두천,수원,양평,이천,파주
,기간 : 1980 ~ 2022  03~09





선텍 전체 통계
일시,합계일조시간(hr),합계전천일사량(MJ/㎡)
 2016-06,239.8,515.24
 2016-07,174.5,392.87
 2016-08,253.7,465.85
 2016-09,221.0,334.72
 2017-03,246.5,419.62
 2017-04,256.0,482.32
 2017-05,303.2,581.10
 2017-06,290.2,553.96
 2017-07,135.5,338.13
 2017-08,174.6,369.00
 2017-09,239.4,408.02
 2018-03,212.2,377.90
 2018-04,220.8,493.31
 2018-05,242.6,564.21
 2018-06,244.8,610.81
 2018-07,256.9,609.73
 2018-08,234.8,546.86
 2018-09,220.6,459.39
 2019-03,221.6,433.09
 2019-04,221.6,487.34
 2019-05,323.0,713.17
 2019-06,237.8,603.82
 2019-07,158.8,436.88
 2019-08,250.1,548.63
 2019-09,179.5,372.93
 2020-03,262.3,520.32
 2020-04,305.5,639.12
 2020-05,208.4,559.39
 2020-06,245.1,579.08
 2020-07,167.1,436.97
 2020-08,116.2,357.68
 2020-09,208.2,428.77
 2021-03,242.6,457.07
 2021-04,239.0,541.96
 2021-05,212.8,544.33
 2021-06,225.3,575.34
 2021-07,256.6,608.70
 2021-08,180.1,426.72
 2021-09,209.4,428.47
 2022-03,201.9,420.72
 2022-04,271.2,615.58
 2022-05,317.2,731.25
 2022-06,162.2,465.63
 2022-07,196.1,546.57
 2022-08,160.6,458.58
 2022-09,220.0,486.17
 평균,220.2,486.27

