다중지점통계
[검색조건]
,분류 : 지상
,요소 : 
,검색구분 : 월
,지점명 : 고창,고창군,군산,남원,부안,순창군,임실,장수,전주,정읍
,기간 : 1980 ~ 2022  03~09





선텍 전체 통계
일시,합계일조시간(hr),합계전천일사량(MJ/㎡)
 1993-04,244.3,466.86
 1993-05,236.9,514.97
 1993-06,185.2,420.77
 1993-07,130.1,367.52
 1993-08,136.9,332.19
 1993-09,219.3,436.81
 1994-03,220.3,405.95
 1994-04,204.6,452.56
 1994-05,215.8,512.06
 1994-06,202.2,482.81
 1994-07,269.2,534.37
 1994-08,239.8,457.56
 1994-09,269.0,472.47
 1995-03,214.0,354.04
 1995-04,257.2,466.76
 1995-05,256.3,490.40
 1995-06,235.7,475.12
 1995-07,178.4,372.52
 1995-08,231.7,401.82
 1995-09,195.3,353.84
 1996-03,181.9,308.66
 1996-04,251.7,461.02
 1996-05,246.2,521.49
 1996-06,117.5,262.21
 1996-07,210.6,266.74
 1996-08,235.8,442.30
 1996-09,237.2,387.53
 1997-03,237.4,402.24
 1997-04,233.2,470.85
 1997-05,214.7,464.92
 1997-06,219.6,497.66
 1997-07,169.8,340.50
 1997-08,238.9,456.94
 1997-09,243.3,412.13
 1998-03,215.9,375.15
 1998-04,179.0,365.08
 1998-05,179.3,436.70
 1998-06,135.5,370.59
 1998-07,149.8,381.81
 1998-08,152.3,322.92
 1998-09,187.0,357.47
 1999-03,183.8,315.67
 1999-04,244.7,448.01
 1999-05,269.0,535.58
 1999-06,215.1,472.60
 1999-07,174.8,409.87
 1999-08,180.8,375.25
 1999-09,160.2,336.67
 2000-03,222.1,458.47
 2000-04,234.7,525.87
 2000-05,216.4,542.32
 2000-06,180.1,484.32
 2000-07,209.2,506.71
 2000-08,194.0,462.80
 2000-09,146.1,350.82
 2001-03,239.9,448.29
 2001-04,277.3,603.48
 2001-05,303.0,628.22
 2001-06,264.5,436.22
 2001-07,288.2,475.69
 2001-08,329.4,522.68
 2001-09,309.9,512.87
 2002-03,287.0,450.16
 2002-04,299.3,534.10
 2002-05,269.5,530.37
 2002-06,276.5,601.79
 2002-07,207.2,470.15
 2002-08,145.3,337.19
 2002-09,225.1,443.47
 2003-03,207.9,414.31
 2003-04,219.8,455.89
 2003-05,237.0,568.60
 2003-06,203.3,445.99
 2003-07,141.3,355.07
 2003-08,175.7,378.27
 2003-09,194.2,389.21
 2004-03,244.4,477.24
 2004-04,259.2,529.82
 2004-05,218.4,500.95
 2004-06,221.3,496.24
 2004-07,206.1,468.73
 2004-08,236.2,474.74
 2004-09,183.2,391.66
 2005-03,246.3,472.89
 2005-04,268.5,554.34
 2005-05,284.7,627.55
 2005-06,241.4,535.44
 2005-07,194.9,428.87
 2005-08,192.1,438.95
 2005-09,182.0,367.20
 2006-03,241.7,469.12
 2006-04,198.3,437.03
 2006-05,238.4,532.00
 2006-06,237.2,536.63
 2006-07,129.5,327.32
 2006-08,252.1,493.37
 2006-09,219.0,426.68
 2007-03,171.1,398.23
 2007-04,224.9,531.55
 2007-05,242.5,597.19
 2007-06,172.5,497.50
 2007-07,139.2,420.17
 2007-08,161.5,447.33
 2007-09,116.4,311.91
 2008-03,212.1,449.80
 2008-04,207.7,533.54
 2008-05,237.6,631.29
 2008-06,154.0,492.42
 2008-07,146.7,497.03
 2008-08,226.6,646.11
 2008-09,193.3,534.76
 2009-03,223.1,513.88
 2009-04,253.5,569.08
 2009-05,259.8,653.52
 2009-06,217.0,598.06
 2009-07,134.8,435.58
 2009-08,203.9,529.42
 2009-09,218.2,500.43
 2010-03,139.4,370.28
 2010-04,194.5,516.37
 2010-05,216.7,616.17
 2010-06,206.3,608.13
 2010-07,153.6,494.07
 2010-08,150.0,439.45
 2010-09,179.8,453.27
 2011-03,262.0,574.11
 2011-04,229.1,594.78
 2011-05,192.5,607.96
 2011-06,176.1,654.30
 2011-07,122.9,565.55
 2011-08,105.4,504.95
 2011-09,218.3,571.58
 2012-03,206.3,472.27
 2012-04,226.8,558.34
 2012-05,264.4,681.92
 2012-06,226.1,586.54
 2012-07,184.7,527.17
 2012-08,181.2,491.61
 2012-09,187.4,463.77
 2013-03,257.8,564.45
 2013-04,228.1,552.51
 2013-05,250.1,667.00
 2013-06,199.6,584.24
 2013-07,172.8,502.45
 2013-08,272.2,622.57
 2013-09,201.3,492.32
 2014-03,212.1,492.38
 2014-04,226.7,560.68
 2014-05,295.3,782.32
 2014-06,221.9,621.10
 2014-07,161.2,524.34
 2014-08,132.0,443.92
 2014-09,210.8,508.15
 2015-03,253.7,586.52
 2015-04,182.1,507.89
 2015-05,280.3,760.53
 2015-06,196.2,584.89
 2015-07,190.2,584.76
 2015-08,224.6,592.29
 2015-09,235.9,553.04
 2016-03,247.1,581.20
 2016-04,216.3,604.68
 2016-05,282.2,740.21
 2016-06,203.6,578.10
 2016-07,234.5,650.96
 2016-08,269.2,724.95
 2016-09,169.8,447.81
 2017-03,247.1,568.80
 2017-04,253.1,660.22
 2017-05,284.9,758.28
 2017-06,250.5,715.70
 2017-07,148.6,551.12
 2017-08,214.7,614.39
 2017-09,224.7,555.44
 2018-03,214.3,487.52
 2018-04,225.2,568.67
 2018-05,226.1,606.00
 2018-06,248.1,626.09
 2018-07,285.7,682.56
 2018-08,245.5,583.99
 2018-09,202.1,472.40
 2019-03,221.8,493.59
 2019-04,198.8,511.84
 2019-05,299.4,765.48
 2019-06,232.6,619.46
 2019-07,180.8,518.47
 2019-08,248.7,566.26
 2019-09,160.0,419.23
 2020-03,252.5,547.11
 2020-04,288.2,680.76
 2020-05,213.9,619.71
 2020-06,198.2,583.74
 2020-07,109.1,375.87
 2020-08,173.9,512.86
 2020-09,185.5,431.01
 2021-03,220.3,500.63
 2021-04,235.1,608.00
 2021-05,216.4,616.69
 2021-06,229.7,631.70
 2021-07,218.1,621.75
 2021-08,185.0,509.17
 2021-09,179.4,426.77
 2022-03,180.5,446.68
 2022-04,258.8,643.51
 2022-05,301.8,782.10
 2022-06,189.3,589.25
 2022-07,187.3,579.39
 2022-08,149.8,507.23
 2022-09,190.7,472.34
 평균,226.6,518.10

